"GEO_ID","NAME","S2801_C01_001E","S2801_C01_001M","S2801_C01_002E","S2801_C01_002M","S2801_C01_003E","S2801_C01_003M","S2801_C01_004E","S2801_C01_004M","S2801_C01_005E","S2801_C01_005M","S2801_C01_006E","S2801_C01_006M","S2801_C01_007E","S2801_C01_007M","S2801_C01_008E","S2801_C01_008M","S2801_C01_009E","S2801_C01_009M","S2801_C01_010E","S2801_C01_010M","S2801_C01_011E","S2801_C01_011M","S2801_C01_012E","S2801_C01_012M","S2801_C01_013E","S2801_C01_013M","S2801_C01_014E","S2801_C01_014M","S2801_C01_015E","S2801_C01_015M","S2801_C01_016E","S2801_C01_016M","S2801_C01_017E","S2801_C01_017M","S2801_C01_018E","S2801_C01_018M","S2801_C01_019E","S2801_C01_019M","S2801_C01_020E","S2801_C01_020M","S2801_C01_021E","S2801_C01_021M","S2801_C01_022E","S2801_C01_022M","S2801_C01_023E","S2801_C01_023M","S2801_C01_024E","S2801_C01_024M","S2801_C01_025E","S2801_C01_025M","S2801_C01_026E","S2801_C01_026M","S2801_C01_027E","S2801_C01_027M","S2801_C01_028E","S2801_C01_028M","S2801_C01_029E","S2801_C01_029M","S2801_C01_030E","S2801_C01_030M","S2801_C01_031E","S2801_C01_031M","S2801_C02_001E","S2801_C02_001M","S2801_C02_002E","S2801_C02_002M","S2801_C02_003E","S2801_C02_003M","S2801_C02_004E","S2801_C02_004M","S2801_C02_005E","S2801_C02_005M","S2801_C02_006E","S2801_C02_006M","S2801_C02_007E","S2801_C02_007M","S2801_C02_008E","S2801_C02_008M","S2801_C02_009E","S2801_C02_009M","S2801_C02_010E","S2801_C02_010M","S2801_C02_011E","S2801_C02_011M","S2801_C02_012E","S2801_C02_012M","S2801_C02_013E","S2801_C02_013M","S2801_C02_014E","S2801_C02_014M","S2801_C02_015E","S2801_C02_015M","S2801_C02_016E","S2801_C02_016M","S2801_C02_017E","S2801_C02_017M","S2801_C02_018E","S2801_C02_018M","S2801_C02_019E","S2801_C02_019M","S2801_C02_020E","S2801_C02_020M","S2801_C02_021E","S2801_C02_021M","S2801_C02_022E","S2801_C02_022M","S2801_C02_023E","S2801_C02_023M","S2801_C02_024E","S2801_C02_024M","S2801_C02_025E","S2801_C02_025M","S2801_C02_026E","S2801_C02_026M","S2801_C02_027E","S2801_C02_027M","S2801_C02_028E","S2801_C02_028M","S2801_C02_029E","S2801_C02_029M","S2801_C02_030E","S2801_C02_030M","S2801_C02_031E","S2801_C02_031M",
"0500000US27161","Waseca County, Minnesota","7505","110","6915","155","5970","195","343","123","6403","193","494","126","4605","255","101","40","208","90","0","15","590","135","6626","150","29","14","6597","151","6161","176","930","149","4962","218","752","121","879","130","751","168","4","5","556","167","191","66","2998","257","17","11","2450","242","531","124","3756","228","8","7","3591","220","157","55","(X)","(X)","92.1","1.8","79.5","2.5","4.6","1.6","85.3","2.2","6.6","1.7","61.4","3.3","1.3","0.5","2.8","1.2","0.0","0.3","7.9","1.8","88.3","1.7","0.4","0.2","87.9","1.7","82.1","2.0","12.4","2.0","66.1","2.8","10.0","1.6","11.7","1.7","(X)","(X)","0.5","0.7","74.0","9.6","25.4","9.5","(X)","(X)","0.6","0.4","81.7","3.9","17.7","3.8","(X)","(X)","0.2","0.2","95.6","1.4","4.2","1.4",
"0500000US27163","Washington County, Minnesota","103411","614","100466","739","91521","1078","2750","342","95232","735","4411","545","77594","965","797","265","2788","464","12","18","2945","347","97480","810","200","71","97280","805","92243","864","8246","721","86155","1015","5459","541","5931","507","5307","550","68","50","4015","500","1224","274","25281","1040","68","37","21902","957","3311","496","72823","1092","64","43","71363","1111","1396","234","(X)","(X)","97.2","0.3","88.5","0.8","2.7","0.3","92.1","0.5","4.3","0.5","75.0","0.9","0.8","0.3","2.7","0.4","0.0","0.1","2.8","0.3","94.3","0.5","0.2","0.1","94.1","0.5","89.2","0.6","8.0","0.7","83.3","0.9","5.3","0.5","5.7","0.5","(X)","(X)","1.3","0.9","75.7","4.7","23.1","4.7","(X)","(X)","0.3","0.1","86.6","1.8","13.1","1.8","(X)","(X)","0.1","0.1","98.0","0.3","1.9","0.3",
"0500000US27165","Watonwan County, Minnesota","4314","151","3979","188","2962","200","184","50","3643","195","641","157","2207","180","90","62","108","56","0","15","335","103","3579","185","10","6","3569","184","3186","203","605","114","2590","173","365","86","735","136","491","133","2","3","218","64","271","118","1754","178","4","4","1464","168","286","80","2069","178","4","4","1887","164","178","73","(X)","(X)","92.2","2.4","68.7","4.1","4.3","1.2","84.4","3.4","14.9","3.5","51.2","3.7","2.1","1.4","2.5","1.3","0.0","0.5","7.8","2.4","83.0","3.1","0.2","0.1","82.7","3.1","73.9","3.9","14.0","2.6","60.0","3.5","8.5","2.0","17.0","3.1","(X)","(X)","0.4","0.6","44.4","12.9","55.2","12.9","(X)","(X)","0.2","0.2","83.5","4.3","16.3","4.3","(X)","(X)","0.2","0.2","91.2","3.4","8.6","3.3",
"0500000US27167","Wilkin County, Minnesota","2691","125","2421","133","2021","121","124","60","2218","112","229","72","1638","124","29","28","50","31","0","13","270","71","2249","126","2","3","2247","125","2058","122","247","63","1831","119","305","67","442","83","352","99","0","13","254","88","98","47","1113","121","1","2","818","103","294","77","1226","107","1","2","1175","104","50","21","(X)","(X)","90.0","2.6","75.1","3.0","4.6","2.1","82.4","3.0","8.5","2.6","60.9","4.5","1.1","1.0","1.9","1.1","0.0","0.7","10.0","2.6","83.6","2.9","0.1","0.1","83.5","2.9","76.5","3.8","9.2","2.2","68.0","3.9","11.3","2.3","16.4","2.9","(X)","(X)","0.0","5.5","72.2","12.1","27.8","12.1","(X)","(X)","0.1","0.2","73.5","5.8","26.4","5.8","(X)","(X)","0.1","0.2","95.8","1.7","4.1","1.6",
"0500000US27169","Winona County, Minnesota","20288","291","19304","346","16794","445","964","196","17558","401","1564","243","11767","459","125","45","286","91","0","20","984","196","18488","383","43","19","18445","385","16305","454","1460","192","16205","420","1232","173","1800","248","2397","343","2","3","1876","314","519","165","8410","495","24","13","7512","501","874","134","9481","336","17","9","9057","356","407","133","(X)","(X)","95.1","1.0","82.8","1.6","4.8","1.0","86.5","1.4","7.7","1.2","58.0","2.1","0.6","0.2","1.4","0.4","0.0","0.1","4.9","1.0","91.1","1.2","0.2","0.1","90.9","1.2","80.4","1.7","7.2","0.9","79.9","1.6","6.1","0.8","8.9","1.2","(X)","(X)","0.1","0.1","78.3","6.3","21.7","6.3","(X)","(X)","0.3","0.2","89.3","1.7","10.4","1.6","(X)","(X)","0.2","0.1","95.5","1.4","4.3","1.4",
"0500000US27171","Wright County, Minnesota","52757","356","50727","396","44735","665","1420","284","48341","518","3440","441","36036","740","357","128","1027","262","8","11","2030","303","48752","480","170","63","48582","483","45635","650","6959","626","38887","802","4009","485","4005","445","2756","378","16","13","1920","301","820","224","14447","662","79","43","12323","677","2045","272","35554","768","75","43","34339","867","1140","350","(X)","(X)","96.2","0.6","84.8","1.2","2.7","0.5","91.6","0.8","6.5","0.8","68.3","1.4","0.7","0.2","1.9","0.5","0.0","0.1","3.8","0.6","92.4","0.8","0.3","0.1","92.1","0.8","86.5","1.2","13.2","1.2","73.7","1.4","7.6","0.9","7.6","0.8","(X)","(X)","0.6","0.5","69.7","6.5","29.8","6.5","(X)","(X)","0.5","0.3","85.3","1.9","14.2","1.9","(X)","(X)","0.2","0.1","96.6","1.0","3.2","1.0",
"0500000US27173","Yellow Medicine County, Minnesota","3993","101","3686","109","3019","127","145","32","3417","112","395","67","2454","117","37","22","43","20","3","5","307","39","3432","119","12","6","3420","119","3162","118","444","78","2539","131","510","66","561","74","368","55","0","13","214","43","154","37","1701","117","5","4","1403","107","293","60","1924","123","7","5","1803","121","114","32","(X)","(X)","92.3","1.0","75.6","2.3","3.6","0.8","85.6","1.4","9.9","1.7","61.5","2.7","0.9","0.6","1.1","0.5","0.1","0.1","7.7","1.0","86.0","1.8","0.3","0.2","85.6","1.9","79.2","2.1","11.1","1.9","63.6","2.7","12.8","1.7","14.0","1.8","(X)","(X)","0.0","5.3","58.2","7.9","41.8","7.9","(X)","(X)","0.3","0.2","82.5","3.3","17.2","3.3","(X)","(X)","0.4","0.3","93.7","1.7","5.9","1.6",
"0500000US28001","Adams County, Mississippi","11573","528","9823","549","7151","528","311","118","9296","562","1992","284","4969","428","122","79","171","70","0","26","1750","339","9463","525","11","17","9452","523","9034","514","2460","327","6362","524","1110","259","2110","337","3302","417","0","26","2178","334","1124","311","5210","495","0","26","4437","490","773","202","3061","356","11","17","2837","340","213","93","(X)","(X)","84.9","2.9","61.8","3.6","2.7","1.0","80.3","3.0","17.2","2.3","42.9","3.3","1.1","0.7","1.5","0.6","0.0","0.4","15.1","2.9","81.8","2.8","0.1","0.1","81.7","2.8","78.1","2.7","21.3","2.6","55.0","3.9","9.6","2.3","18.2","2.8","(X)","(X)","0.0","1.4","66.0","7.7","34.0","7.7","(X)","(X)","0.0","0.9","85.2","3.8","14.8","3.8","(X)","(X)","0.4","0.5","92.7","2.9","7.0","2.9",
"0500000US28003","Alcorn County, Mississippi","14281","330","11908","392","8228","505","584","200","11089","423","2803","415","6220","497","101","64","247","136","0","30","2373","443","10620","482","34","23","10586","483","9575","484","2314","319","7673","489","945","201","3661","495","2939","429","17","18","1607","304","1315","330","6895","509","17","15","4901","425","1977","410","4447","418","0","30","4078","412","369","182","(X)","(X)","83.4","2.9","57.6","3.6","4.1","1.4","77.6","2.8","19.6","2.9","43.6","3.4","0.7","0.5","1.7","1.0","0.0","0.3","16.6","2.9","74.4","3.3","0.2","0.2","74.1","3.3","67.0","3.4","16.2","2.2","53.7","3.4","6.6","1.4","25.6","3.3","(X)","(X)","0.6","0.6","54.7","8.1","44.7","8.1","(X)","(X)","0.2","0.2","71.1","5.0","28.7","5.0","(X)","(X)","0.0","1.0","91.7","3.9","8.3","3.9",
"0500000US28005","Amite County, Mississippi","5862","295","4946","411","2690","299","88","53","4759","426","1621","377","2509","296","45","38","63","71","0","22","916","266","3863","359","3","5","3860","360","3398","381","1206","265","1761","349","1265","222","1999","341","1889","330","0","22","604","177","1285","303","2776","343","3","5","2150","363","623","233","1197","249","0","22","1106","241","91","68","(X)","(X)","84.4","4.7","45.9","4.9","1.5","0.9","81.2","5.0","27.7","5.9","42.8","5.0","0.8","0.7","1.1","1.2","0.0","0.8","15.6","4.7","65.9","5.4","0.1","0.1","65.8","5.4","58.0","5.8","20.6","4.4","30.0","5.6","21.6","3.8","34.1","5.4","(X)","(X)","0.0","2.4","32.0","9.0","68.0","9.0","(X)","(X)","0.1","0.2","77.4","8.2","22.4","8.2","(X)","(X)","0.0","3.7","92.4","5.5","7.6","5.5",
"0500000US28007","Attala County, Mississippi","6467","253","5704","287","3735","300","141","60","5461","301","1539","233","2764","220","76","45","117","91","0","22","763","193","5085","266","0","22","5085","266","4783","279","1548","228","2701","288","1048","195","1382","186","1416","259","0","22","792","206","624","153","2961","291","0","22","2301","269","660","162","2090","247","0","22","1992","244","98","56","(X)","(X)","88.2","2.9","57.8","3.9","2.2","0.9","84.4","3.3","23.8","3.6","42.7","3.0","1.2","0.7","1.8","1.4","0.0","0.7","11.8","2.9","78.6","2.7","0.0","0.7","78.6","2.7","74.0","2.8","23.9","3.5","41.8","4.2","16.2","2.9","21.4","2.7","(X)","(X)","0.0","3.1","55.9","8.8","44.1","8.8","(X)","(X)","0.0","1.5","77.7","5.0","22.3","5.0","(X)","(X)","0.0","2.1","95.3","2.6","4.7","2.6",
"0500000US28009","Benton County, Mississippi","3027","209","2565","220","1307","207","165","91","2369","226","1002","199","1164","197","12","11","6","6","0","20","462","130","1879","207","0","20","1879","207","1748","197","682","167","960","201","287","102","1148","209","647","146","0","20","188","63","459","140","1695","227","0","20","1061","190","634","168","685","145","0","20","630","140","55","43","(X)","(X)","84.7","4.2","43.2","6.3","5.5","2.9","78.3","5.2","33.1","6.1","38.5","6.3","0.4","0.4","0.2","0.2","0.0","1.5","15.3","4.2","62.1","6.0","0.0","1.5","62.1","6.0","57.7","5.8","22.5","5.3","31.7","6.3","9.5","3.5","37.9","6.0","(X)","(X)","0.0","6.7","29.1","10.3","70.9","10.3","(X)","(X)","0.0","2.6","62.6","8.2","37.4","8.2","(X)","(X)","0.0","6.4","92.0","6.0","8.0","6.0",
"0500000US28011","Bolivar County, Mississippi","11907","293","10665","375","7364","449","234","80","10184","406","2482","367","5842","461","138","82","379","119","0","30","1242","239","9065","384","2","3","9063","385","8172","428","1962","341","6515","431","1093","224","2842","325","3660","392","2","3","2242","296","1416","295","5316","472","0","30","4119","434","1197","198","2931","301","0","30","2702","291","229","91","(X)","(X)","89.6","2.0","61.8","3.4","2.0","0.7","85.5","2.4","20.8","3.0","49.1","3.7","1.2","0.7","3.2","1.0","0.0","0.4","10.4","2.0","76.1","2.7","0.0","0.1","76.1","2.7","68.6","3.1","16.5","2.8","54.7","3.3","9.2","1.9","23.9","2.7","(X)","(X)","0.1","0.1","61.3","6.3","38.7","6.2","(X)","(X)","0.0","0.8","77.5","3.5","22.5","3.5","(X)","(X)","0.0","1.5","92.2","3.0","7.8","3.0",
"0500000US28013","Calhoun County, Mississippi","5696","167","5030","184","3155","271","175","73","4721","200","1384","197","2555","241","45","35","42","33","0","22","666","115","4429","219","22","24","4407","218","4167","233","972","182","3091","247","945","194","1267","205","1249","182","0","22","628","133","621","130","2878","269","11","15","2268","223","599","160","1569","188","11","19","1511","186","47","27","(X)","(X)","88.3","2.0","55.4","4.5","3.1","1.3","82.9","2.5","24.3","3.3","44.9","4.1","0.8","0.6","0.7","0.6","0.0","0.8","11.7","2.0","77.8","3.4","0.4","0.4","77.4","3.4","73.2","3.6","17.1","3.1","54.3","4.2","16.6","3.4","22.2","3.4","(X)","(X)","0.0","3.5","50.3","7.6","49.7","7.6","(X)","(X)","0.4","0.5","78.8","4.6","20.8","4.8","(X)","(X)","0.7","1.2","96.3","2.2","3.0","1.8",
"0500000US28015","Carroll County, Mississippi","4205","244","3401","300","2295","340","112","78","3283","307","702","288","1900","325","0","20","50","51","0","20","804","215","2884","344","0","20","2884","344","2515","346","732","196","1891","286","434","160","1321","279","1024","250","0","20","502","242","522","226","1692","304","0","20","1151","275","541","200","1489","272","0","20","1231","255","258","129","(X)","(X)","80.9","5.0","54.6","7.0","2.7","1.9","78.1","5.2","16.7","6.7","45.2","7.5","0.0","1.1","1.2","1.2","0.0","1.1","19.1","5.0","68.6","6.6","0.0","1.1","68.6","6.6","59.8","6.8","17.4","4.4","45.0","6.0","10.3","3.8","31.4","6.6","(X)","(X)","0.0","4.3","49.0","19.6","51.0","19.6","(X)","(X)","0.0","2.6","68.0","10.5","32.0","10.5","(X)","(X)","0.0","3.0","82.7","8.1","17.3","8.1",
"0500000US28017","Chickasaw County, Mississippi","6681","231","5647","269","3314","300","200","87","5324","280","1559","274","2606","270","24","20","97","55","0","22","1034","189","4897","268","18","19","4879","266","4572","271","1456","247","3028","277","863","180","1784","235","1755","269","0","22","1080","223","675","159","3228","316","18","19","2392","277","818","172","1698","263","0","22","1407","224","291","121","(X)","(X)","84.5","2.8","49.6","4.4","3.0","1.3","79.7","3.3","23.3","3.9","39.0","4.0","0.4","0.3","1.5","0.8","0.0","0.7","15.5","2.8","73.3","3.3","0.3","0.3","73.0","3.3","68.4","3.5","21.8","3.7","45.3","3.7","12.9","2.6","26.7","3.3","(X)","(X)","0.0","2.5","61.5","7.7","38.5","7.7","(X)","(X)","0.6","0.6","74.1","4.7","25.3","4.7","(X)","(X)","0.0","2.6","82.9","6.1","17.1","6.1",
"0500000US28019","Choctaw County, Mississippi","3450","169","3073","192","2301","205","293","145","2765","178","649","144","1523","192","0","20","56","40","0","20","377","109","2725","204","0","20","2725","204","2496","202","719","154","1657","211","404","151","725","159","565","150","0","20","333","121","232","96","1760","257","0","20","1351","240","409","134","1125","189","0","20","1041","189","84","48","(X)","(X)","89.1","3.1","66.7","4.8","8.5","4.1","80.1","4.0","18.8","4.0","44.1","5.2","0.0","1.3","1.6","1.2","0.0","1.3","10.9","3.1","79.0","4.5","0.0","1.3","79.0","4.5","72.3","4.8","20.8","4.6","48.0","5.7","11.7","4.2","21.0","4.5","(X)","(X)","0.0","7.7","58.9","13.6","41.1","13.6","(X)","(X)","0.0","2.5","76.8","7.1","23.2","7.1","(X)","(X)","0.0","3.9","92.5","4.2","7.5","4.2",
"0500000US28021","Claiborne County, Mississippi","2836","175","2352","196","1567","203","17","24","2221","214","669","188","1322","227","15","27","36","31","0","20","484","163","2206","193","11","18","2195","191","2116","197","660","193","1309","200","365","114","630","160","680","190","0","20","371","134","309","135","1664","204","11","18","1349","199","304","122","492","145","0","20","475","142","17","27","(X)","(X)","82.9","5.5","55.3","6.7","0.6","0.9","78.3","6.1","23.6","6.5","46.6","7.3","0.5","1.0","1.3","1.1","0.0","1.6","17.1","5.5","77.8","5.3","0.4","0.6","77.4","5.3","74.6","5.4","23.3","6.7","46.2","6.4","12.9","4.1","22.2","5.3","(X)","(X)","0.0","6.4","54.6","14.1","45.4","14.1","(X)","(X)","0.7","1.1","81.1","6.9","18.3","6.9","(X)","(X)","0.0","8.7","96.5","5.2","3.5","5.2",
"0500000US28023","Clarke County, Mississippi","6246","208","5699","205","3735","297","125","71","5386","210","1375","221","3320","256","111","63","97","59","0","22","547","102","4867","293","14","17","4853","295","4604","278","1432","230","2986","296","854","192","1379","236","1512","260","1","2","894","202","617","177","3075","286","7","14","2458","292","610","146","1659","223","6","12","1501","197","152","100","(X)","(X)","91.2","1.6","59.8","4.3","2.0","1.1","86.2","2.0","22.0","3.6","53.2","3.7","1.8","1.0","1.6","0.9","0.0","0.7","8.8","1.6","77.9","3.8","0.2","0.3","77.7","3.8","73.7","3.5","22.9","3.7","47.8","4.3","13.7","3.0","22.1","3.8","(X)","(X)","0.1","0.1","59.1","9.1","40.8","9.1","(X)","(X)","0.2","0.5","79.9","4.7","19.8","4.7","(X)","(X)","0.4","0.7","90.5","5.6","9.2","5.6",
"0500000US28025","Clay County, Mississippi","7728","277","6766","308","4481","374","162","85","6531","311","1846","324","3447","327","32","35","93","78","6","10","962","216","6304","363","12","15","6292","360","6076","366","1962","361","3911","362","587","147","1424","247","1930","300","0","22","1400","293","530","185","3672","420","7","12","2933","360","732","200","2126","330","5","8","1959","299","162","95","(X)","(X)","87.6","2.7","58.0","4.2","2.1","1.1","84.5","2.9","23.9","4.3","44.6","4.1","0.4","0.4","1.2","1.0","0.1","0.1","12.4","2.7","81.6","3.2","0.2","0.2","81.4","3.2","78.6","3.5","25.4","4.6","50.6","4.1","7.6","2.0","18.4","3.2","(X)","(X)","0.0","2.3","72.5","9.1","27.5","9.1","(X)","(X)","0.2","0.3","79.9","4.7","19.9","4.7","(X)","(X)","0.2","0.4","92.1","4.0","7.6","4.1",
"0500000US28027","Coahoma County, Mississippi","8463","292","7283","322","4443","320","245","90","6831","325","2100","340","3901","340","94","69","97","51","4","7","1180","209","6383","352","0","26","6383","352","5077","351","3318","345","2495","312","751","167","2080","272","2376","290","0","26","1386","245","990","230","4158","384","0","26","3238","356","920","192","1929","238","0","26","1759","239","170","70","(X)","(X)","86.1","2.4","52.5","3.6","2.9","1.1","80.7","2.8","24.8","3.8","46.1","3.9","1.1","0.8","1.1","0.6","0.0","0.1","13.9","2.4","75.4","3.1","0.0","0.5","75.4","3.1","60.0","3.6","39.2","3.7","29.5","3.7","8.9","1.9","24.6","3.1","(X)","(X)","0.0","1.9","58.3","7.9","41.7","7.9","(X)","(X)","0.0","1.1","77.9","4.3","22.1","4.3","(X)","(X)","0.0","2.3","91.2","3.6","8.8","3.6",
"0500000US28029","Copiah County, Mississippi","9906","301","8619","390","6132","417","146","74","8219","417","1821","316","5106","403","81","87","232","116","0","26","1287","258","7637","349","24","30","7613","351","7158","389","2067","305","4660","355","882","181","2269","259","2095","359","9","14","1225","286","861","211","4637","427","15","20","3549","395","1073","233","3174","416","0","26","2839","422","335","123","(X)","(X)","87.0","2.6","61.9","3.9","1.5","0.7","83.0","3.1","18.4","3.1","51.5","3.9","0.8","0.9","2.3","1.2","0.0","0.5","13.0","2.6","77.1","2.5","0.2","0.3","76.9","2.5","72.3","2.9","20.9","3.0","47.0","3.4","8.9","1.8","22.9","2.5","(X)","(X)","0.4","0.7","58.5","8.0","41.1","7.9","(X)","(X)","0.3","0.4","76.5","4.5","23.1","4.6","(X)","(X)","0.0","1.4","89.4","4.0","10.6","4.0",
"0500000US28031","Covington County, Mississippi","7079","2348","6335","2454","3862","2365","96","65","6101","2382","1767","355","3352","1909","55","64","84","85","25","47","744","226","4555","2218","131","144","4424","2170","3098","1685","1338","498","2243","1409","893","459","2524","393","1858","502","0","22","741","244","1117","477","2890","1266","35","47","1836","882","1019","487","2331","1494","96","134","1847","1362","388","161","(X)","(X)","89.5","3.9","54.6","9.3","1.4","1.0","86.2","4.0","25.0","6.0","47.4","7.7","0.8","0.8","1.2","1.1","0.4","0.7","10.5","3.9","64.3","7.0","1.9","1.9","62.5","7.1","43.8","7.7","18.9","4.5","31.7","6.8","12.6","3.4","35.7","7.0","(X)","(X)","0.0","2.4","39.9","18.6","60.1","18.6","(X)","(X)","1.2","1.6","63.5","8.2","35.3","8.2","(X)","(X)","4.1","5.1","79.2","7.4","16.6","6.5",
"0500000US28033","DeSoto County, Mississippi","69327","571","66852","669","55196","973","1626","337","64238","810","7533","833","45714","1375","568","275","1244","315","33","45","2475","393","63618","838","89","91","63529","831","60621","914","8193","681","52014","1051","6854","659","5709","576","6157","583","0","33","4407","483","1750","368","25249","1232","28","26","22562","1201","2659","495","37921","1121","61","87","36560","1072","1300","263","(X)","(X)","96.4","0.6","79.6","1.3","2.3","0.5","92.7","0.9","10.9","1.2","65.9","1.8","0.8","0.4","1.8","0.5","0.0","0.1","3.6","0.6","91.8","0.8","0.1","0.1","91.6","0.9","87.4","1.1","11.8","1.0","75.0","1.3","9.9","1.0","8.2","0.8","(X)","(X)","0.0","0.7","71.6","5.0","28.4","5.0","(X)","(X)","0.1","0.1","89.4","1.9","10.5","1.9","(X)","(X)","0.2","0.2","96.4","0.7","3.4","0.7",
"0500000US28035","Forrest County, Mississippi","29722","474","27797","633","20661","939","515","156","26569","713","4567","592","16827","832","433","189","535","218","30","43","1925","373","25122","741","8","11","25114","741","21515","843","5279","634","17903","886","2895","498","4600","602","5998","527","0","33","4266","526","1732","296","13277","766","8","11","11377","756","1892","415","10447","730","0","33","9471","756","976","272","(X)","(X)","93.5","1.3","69.5","2.8","1.7","0.5","89.4","1.6","15.4","2.0","56.6","2.5","1.5","0.6","1.8","0.7","0.1","0.1","6.5","1.3","84.5","2.0","0.0","0.1","84.5","2.0","72.4","2.6","17.8","2.2","60.2","2.7","9.7","1.6","15.5","2.0","(X)","(X)","0.0","0.7","71.1","4.9","28.9","4.9","(X)","(X)","0.1","0.1","85.7","3.0","14.3","3.0","(X)","(X)","0.0","0.4","90.7","2.6","9.3","2.6",
